ID;ACTIVE;NAME;PARENT_CATEGORY;ROOT_CATEGORY;DESCRIPTION;META_TITLE;META_KEYWORDS;META_DESCRIPTION;URL_REWRITTEN;IMAGE_URL;DATE_ADD;DATE_UPD
2609;1;"Computers Electronics";Home;0;;;;;computers-electronics;;"2017-05-25 16:43:00";"2023-07-03 14:49:52"
2614;1;"Sports cameras";"Electronics Photography and video";0;;;;;sports-cameras;;"2017-05-25 16:42:59";"2023-07-04 14:47:59"
2617;1;"Electronics Phones & tablets";"Computers Electronics";0;;;;;electronics-phones-tablets;;"2017-05-25 16:42:59";"2023-07-03 21:47:12"
2618;1;"Mobile phones";"Electronics Phones & tablets";0;;;;;mobile-phones;;"2017-05-25 16:42:59";"2023-07-04 14:47:59"
2619;1;"Fixed and IP phones";"Electronics Phones & tablets";0;;;;;fixed-and-ip-phones;;"2017-05-25 16:42:59";"2023-07-04 14:47:59"
2620;1;"Mobile phone cases";"Electronics Phones & tablets";0;;;;;mobile-phone-cases;;"2017-05-25 16:42:59";"2023-07-04 14:47:59"
2621;1;"USB chargers & cables";"Electronics Phones & tablets";0;;;;;usb-chargers-cables;;"2017-05-25 16:42:59";"2023-07-04 14:47:59"
2622;1;"Selfie sticks";"Electronics Phones & tablets";0;;;;;selfie-sticks;;"2017-05-25 16:42:59";"2023-07-04 14:47:59"
2623;1;"Power bank";"Electronics Phones & tablets";0;;;;;power-bank;;"2017-05-25 16:42:59";"2023-07-04 14:47:59"
2624;1;"Accessories for mobile phones and tablets";"Electronics Phones & tablets";0;;;;;accessories-for-mobile-phones-and-tablets;;"2017-05-25 16:42:59";"2023-07-04 14:47:59"
2625;1;"Televisions and smart TVs";"Electronics Television";0;;;;;televisions-and-smart-tvs;;"2017-05-25 16:42:59";"2023-07-04 14:47:59"
2626;1;Tablets;"Electronics Phones & tablets";0;;;;;tablets;;"2017-05-25 16:42:59";"2023-07-04 14:47:59"
2627;1;Consoles;"Electronics Gaming";0;;;;;consoles;;"2017-05-25 16:42:59";"2023-07-04 14:47:59"
2628;1;"Drones and robots";"Electronics Gaming";0;;;;;drones-and-robots;;"2017-05-25 16:42:59";"2023-07-04 14:47:59"
2629;1;"Electric scooters";"Electronics Gaming";0;;;;;electric-scooters;;"2017-05-25 16:42:59";"2023-07-04 14:47:59"
2634;1;Smartwatches;"Electronics Phones & tablets";0;;;;;smartwatches;;"2017-05-25 16:42:59";"2023-07-04 14:47:59"
2636;1;"Audio and HI-FI";"Computers Electronics";0;;;;;audio-and-hi-fi;;"2021-06-28 14:00:23";"2023-03-14 07:49:52"
2637;1;Speakers;"Electronics Sound";0;;;;;speakers;;"2017-05-25 16:42:59";"2023-07-04 14:47:59"
2638;1;"Bluetooth headphones";"Electronics Sound";0;;;;;bluetooth-headphones;;"2017-05-25 16:42:59";"2023-07-04 07:48:47"
2639;1;"Radio CD";"Electronics Sound";0;;;;;radio-cd;;"2017-05-25 16:42:59";"2023-07-04 14:47:59"
2640;1;"Audio recorders";"Electronics Sound";0;;;;;audio-recorders;;"2017-05-25 16:42:59";"2023-10-17 14:50:31"
2641;1;"Components and accessories";"Audio and HI-FI";0;;;;;components-and-accessories;;"2021-06-28 14:00:24";"2021-09-20 14:01:20"
2642;1;"Electronics Peripherals and spares";"Computers Electronics";0;;;;;electronics-peripherals-and-spares;;"2017-05-25 16:42:59";"2023-10-18 21:49:55"
2644;1;Monitors;"Electronics Peripherals and spares";0;;;;;monitors;;"2017-05-25 16:42:59";"2023-07-04 14:47:59"
2645;1;Printers;"Electronics Peripherals and spares";0;;;;;printers;;"2017-05-25 16:42:59";"2023-07-04 14:47:59"
2646;1;Keyboards;"Electronics Peripherals and spares";0;;;;;keyboards;;"2017-05-25 16:42:59";"2023-07-04 14:47:59"
2648;1;"Alkaline batteries";"Electronics Batteries";0;;;;;alkaline-batteries;;"2017-05-25 16:42:59";"2023-07-04 14:47:59"
2649;1;"Electronics Accessories";"Computers Electronics";0;;;;;electronics-accessories;;"2021-07-08 07:00:24";"2023-07-04 14:47:59"
2650;1;"Computer accessories";"Electronics Peripherals and spares";0;;;;;computer-accessories;;"2017-05-25 16:42:59";"2023-07-04 14:47:59"
2656;1;"Mouse pads and mouse";"Electronics Peripherals and spares";0;;;;;mouse-pads-and-mouse;;"2017-05-25 16:42:59";"2023-07-04 14:47:59"
2791;1;"Computer Hardware";"Computers Electronics";0;;;;;computer-hardware;;"2017-05-25 16:42:59";"2023-07-03 14:49:52"
2792;1;"Desktop PC";"Computer Hardware";0;;;;;desktop-pc;;"2017-05-25 16:42:59";"2023-07-04 14:47:59"
2793;1;"All in One";"Computer Hardware";0;;;;;all-in-one;;"2017-05-25 16:42:59";"2023-02-09 00:51:36"
2795;1;"Mini PC";"Computer Hardware";0;;;;;mini-pc;;"2017-05-25 16:42:59";"2023-07-04 14:47:59"
2797;1;"Notebooks and ultrabooks";"Computer Hardware";0;;;;;notebooks-and-ultrabooks;;"2017-05-25 16:42:59";"2023-07-04 14:47:59"
2798;1;"Laptop coolers";"Computer Hardware";0;;;;;laptop-coolers;;"2017-05-25 16:42:59";"2023-07-04 14:47:59"
2799;1;Servers;"Computer Hardware";0;;;;;servers;;"2017-05-25 16:42:59";"2023-07-04 14:47:59"
2800;1;"Suitcases and bags";"Computer Hardware";0;;;;;suitcases-and-bags;;"2017-05-25 16:42:59";"2023-07-04 14:47:59"
2801;1;"IT accessories";"Computer Hardware";0;;;;;it-accessories;;"2017-05-25 16:42:59";"2023-07-04 14:47:59"
2802;1;"POS and accessories";"Computer Hardware";0;;;;;pos-and-accessories;;"2017-05-25 16:42:59";"2023-07-04 14:47:59"
2803;1;"Computer Networks and components";"Computers Electronics";0;;;;;computer-networks-and-components;;"2017-05-25 16:42:59";"2023-07-03 21:47:12"
2804;1;Motherboards;"Computer Networks and components";0;;;;;motherboards;;"2017-05-25 16:42:59";"2023-07-04 14:47:59"
2805;1;Processors;"Computer Networks and components";0;;;;;processors;;"2017-05-25 16:42:59";"2023-07-04 14:47:59"
2806;1;"Hard disks";"Computer Networks and components";0;;;;;hard-disks;;"2017-05-25 16:42:59";"2023-07-04 14:47:59"
2807;1;"RAM memories";"Computer Networks and components";0;;;;;ram-memories;;"2017-05-25 16:42:59";"2023-07-04 14:47:59"
2808;1;"DVD / Blu-Ray players and recorders";"Electronics Television";0;;;;;dvd-blu-ray-players-and-recorders;;"2017-05-25 16:42:59";"2023-07-04 14:47:59"
2809;1;Multireader;"Computer Networks and components";0;;;;;multireader;;"2017-05-25 16:42:59";"2023-07-04 14:47:59"
2810;1;Soundcards;"Computer Networks and components";0;;;;;soundcards;;"2017-05-25 16:42:59";"2023-02-07 21:46:51"
2811;1;"PCI cards";"Computer Networks and components";0;;;;;pci-cards;;"2017-05-25 16:42:59";"2023-07-04 14:47:59"
2812;1;"Graphics cards";"Computer Networks and components";0;;;;;graphics-cards;;"2017-05-25 16:42:59";"2023-07-04 14:47:59"
2813;1;"Memory cards";"Computer Networks and components";0;;;;;memory-cards;;"2017-05-25 16:42:59";"2023-07-04 14:47:59"
2814;1;"Systems units";"Computer Networks and components";0;;;;;systems-units;;"2017-05-25 16:42:59";"2023-07-04 14:47:59"
2815;1;Fans;"Computer Networks and components";0;;;;;fans;;"2017-05-25 16:42:59";"2023-07-04 14:47:59"
2816;1;"Power supplies";"Computer Networks and components";0;;;;;power-supplies;;"2017-05-25 16:42:59";"2023-07-04 14:47:59"
2817;1;"USB pen drives and memories";"Computer Networks and components";0;;;;;usb-pen-drives-and-memories;;"2017-05-25 16:42:59";"2023-07-04 21:47:56"
2818;1;"Batteries for laptops";"Computer Networks and components";0;;;;;batteries-for-laptops;;"2017-05-25 16:42:59";"2023-07-04 14:47:59"
2820;1;"Access points";"Computer Networks and components";0;;;;;access-points;;"2017-05-25 16:42:59";"2023-07-04 14:47:59"
2821;1;"Wired networks";"Computer Networks and components";0;;;;;wired-networks;;"2017-05-25 16:42:59";"2023-07-04 14:47:59"
2823;1;"Wireless networks";"Computer Networks and components";0;;;;;wireless-networks;;"2017-05-25 16:42:59";"2023-07-04 14:47:59"
2824;1;"WiFi networks";"Computer Networks and components";0;;;;;wifi-networks;;"2017-05-25 16:42:59";"2023-07-04 14:47:59"
2825;1;"Home Plug networks";"Computer Networks and components";0;;;;;home-plug-networks;;"2017-05-25 16:42:59";"2023-07-04 14:47:59"
2826;1;"Routers and modems";"Computer Networks and components";0;;;;;routers-and-modems;;"2017-05-25 16:42:59";"2023-07-04 14:47:59"
2827;1;Switches;"Computer Networks and components";0;;;;;switches;;"2017-05-25 16:42:59";"2023-07-04 14:47:59"
2828;1;"Rack Cabinets";"Computer Networks and components";0;;;;;rack-cabinets;;"2017-05-25 16:42:59";"2023-07-04 14:47:59"
2829;1;"USB HUB";"Computer Networks and components";0;;;;;usb-hub;;"2017-05-25 16:42:59";"2023-07-04 14:47:59"
2830;1;NAS;"Computer Networks and components";0;;;;;nas;;"2017-05-25 16:42:59";"2021-09-20 14:01:20"
2831;1;"Computer Cables & adapters";"Computers Electronics";0;;;;;computer-cables-adapters;;"2017-05-25 16:42:59";"2024-02-16 00:49:18"
2832;1;"KVM switch";"Computer Cables & adapters";0;;;;;kvm-switch;;"2017-05-25 16:42:59";"2023-07-04 14:47:59"
2833;1;"USB cables";"Computer Cables & adapters";0;;;;;usb-cables;;"2017-05-25 16:42:59";"2023-07-04 14:47:59"
2834;1;"Audio and video cables";"Electronics Television";0;;;;;audio-and-video-cables;;"2017-05-25 16:42:59";"2023-07-04 14:47:59"
2835;1;"Cables for printers and scanners";"Computer Cables & adapters";0;;;;;cables-for-printers-and-scanners;;"2017-05-25 16:42:59";"2021-10-06 07:01:06"
2836;1;"Safety cables";"Computer Cables & adapters";0;;;;;safety-cables;;"2017-05-25 16:42:59";"2023-07-04 14:47:59"
2837;1;"Power cables";"Computer Cables & adapters";0;;;;;power-cables;;"2017-05-25 16:42:59";"2023-07-04 14:47:59"
2838;1;"Network cables";"Computer Cables & adapters";0;;;;;network-cables;;"2017-05-25 16:42:59";"2023-07-04 14:47:59"
2839;1;"ATA cables";"Computer Cables & adapters";0;;;;;ata-cables;;"2017-05-25 16:42:59";"2023-07-05 14:50:13"
2840;1;"Fibre optic cables";"Computer Cables & adapters";0;;;;;fibre-optic-cables;;"2017-05-25 16:42:59";"2021-09-20 14:01:20"
2841;1;Adaptors;"Computer Cables & adapters";0;;;;;adaptors;;"2017-05-25 16:42:59";"2023-07-04 14:47:59"
2842;1;"Series/parallel cables";"Computer Cables & adapters";0;;;;;series-parallel-cables;;"2017-05-25 16:42:59";"2022-08-03 21:47:31"
2843;1;"DisplayPort cables";"Computer Cables & adapters";0;;;;;displayport-cables;;"2017-05-25 16:42:59";"2024-08-03 07:47:13"
2844;1;Webcam;"Electronics Peripherals and spares";0;;;;;webcam;;"2017-05-25 16:42:59";"2023-07-04 14:47:59"
2845;1;UPS;"Electronics Peripherals and spares";0;;;;;ups;;"2017-05-25 16:42:59";"2023-07-04 14:47:59"
2846;1;Scanners;"Electronics Peripherals and spares";0;;;;;scanners;;"2017-05-25 16:42:59";"2023-07-04 14:47:59"
2847;1;"Microphones and headphones";"Electronics Peripherals and spares";0;;;;;microphones-and-headphones;;"2017-05-25 16:42:59";"2023-07-04 14:47:59"
2848;1;"Power strips";"Electronics Peripherals and spares";0;;;;;power-strips;;"2017-05-25 16:42:59";"2024-08-27 21:47:45"
2849;1;"Paper shredders";"Electronics Peripherals and spares";0;;;;;paper-shredders;;"2017-05-25 16:42:59";"2023-08-10 14:49:50"
2850;1;"Screen mounts";"Electronics Peripherals and spares";0;;;;;screen-mounts;;"2017-05-25 16:42:59";"2023-07-04 14:47:59"
2851;1;"Interactive boards";"Electronics Peripherals and spares";0;;;;;interactive-boards;;"2017-05-25 16:42:59";"2023-07-04 14:47:59"
2852;1;"Projector screens";"Electronics Peripherals and spares";0;;;;;projector-screens;;"2017-05-25 16:42:59";"2023-07-04 14:47:59"
2853;1;Software;"Computer Hardware";0;;;;;software;;"2017-05-25 16:42:59";"2023-02-08 21:47:00"
2858;1;"Computer Gaming";"Computers Electronics";0;;;;;computer-gaming;;"2017-05-25 16:42:59";"2023-07-03 21:47:12"
2859;1;"Gaming Headphones";"Computer Gaming";0;;;;;gaming-headphones;;"2017-05-25 16:42:59";"2023-07-04 14:47:59"
2860;1;Gamepad;"Computer Gaming";0;;;;;gamepad;;"2017-05-25 16:42:59";"2023-02-08 21:47:00"
2861;1;"Gaming Motherboards";"Computer Gaming";0;;;;;gaming-motherboards;;"2017-05-25 16:42:59";"2023-02-21 21:46:31"
2862;1;"Gaming Chargers";"Computer Gaming";0;;;;;gaming-chargers;;"2017-05-25 16:42:59";"2023-02-03 21:48:54"
2863;1;"Gaming Power supplies";"Computer Gaming";0;;;;;gaming-power-supplies;;"2017-05-25 16:42:59";"2023-07-04 14:47:59"
2864;1;"Gaming Mice and Mouse Mats";"Computer Gaming";0;;;;;gaming-mice-and-mouse-mats;;"2017-05-25 16:42:59";"2023-07-04 14:47:59"
2865;1;"Gaming Fans and cooling";"Computer Gaming";0;;;;;gaming-fans-and-cooling;;"2017-05-25 16:42:59";"2023-07-04 14:47:59"
2866;1;"Gaming System Units";"Computer Gaming";0;;;;;gaming-system-units;;"2017-05-25 16:42:59";"2023-07-04 14:47:59"
2867;1;"Gaming Soundcards";"Computer Gaming";0;;;;;gaming-soundcards;;"2017-05-25 16:42:59";"2021-10-08 14:01:42"
2868;1;"All in One Gaming";"Computer Gaming";0;;;;;all-in-one-gaming;;"2017-05-25 16:42:59";"2021-09-20 14:01:20"
2869;1;"Gaming Accessories";"Computer Gaming";0;;;;;gaming-accessories;;"2017-05-25 16:42:59";"2023-07-04 14:47:59"
2871;1;"Virtual reality glasses";"Electronics Gaming";0;;;;;virtual-reality-glasses;;"2017-05-25 16:42:59";"2023-07-06 14:47:29"
2874;1;"Original ink cartridges";"Electronics Peripherals and spares";0;;;;;original-ink-cartridges;;"2017-05-25 16:42:59";"2023-07-04 14:47:59"
2875;1;"Recycled ink cartridges";"Electronics Peripherals and spares";0;;;;;recycled-ink-cartridges;;"2017-05-25 16:42:59";"2023-07-04 14:47:59"
2876;1;"Original toners";"Electronics Peripherals and spares";0;;;;;original-toners;;"2017-05-25 16:42:59";"2023-07-04 14:47:59"
2877;1;"Recycled toners";"Electronics Peripherals and spares";0;;;;;recycled-toners;;"2017-05-25 16:42:59";"2023-07-04 14:47:59"
2878;1;"Continuous supply ink";"Electronics Peripherals and spares";0;;;;;continuous-supply-ink;;"2017-05-25 16:42:59";"2023-05-17 14:49:56"
2879;1;"CD and DVD";"Electronics Sound";0;;;;;cd-and-dvd;;"2017-05-25 16:42:59";"2023-07-04 14:47:59"
2880;1;"Printer paper";"Electronics Peripherals and spares";0;;;;;printer-paper;;"2017-05-25 16:42:59";"2023-07-04 14:47:59"
2881;1;Drums;"Electronics Peripherals and spares";0;;;;;drums;;"2017-05-25 16:42:59";"2023-07-04 14:47:59"
2882;1;"Electronics Sound";"Computers Electronics";0;;;;;electronics-sound;;"2017-05-25 16:42:59";"2023-07-02 21:47:43"
2883;1;"Streaming TV";"Electronics Television";0;;;;;streaming-tv;;"2017-05-25 16:42:59";"2023-07-04 14:47:59"
2884;1;"DVB-T tuners and satellites";"Electronics Television";0;;;;;dvb-t-tuners-and-satellites;;"2017-05-25 16:42:59";"2023-07-04 14:47:59"
2885;1;"Gaming speakers";"Computer Gaming";0;;;;;gaming-speakers;;"2017-05-25 16:42:59";"2023-07-05 21:46:51"
2886;1;"Video and Home Cinema";"Electronics Sound";0;;;;;video-and-home-cinema;;"2017-05-25 16:42:59";"2023-07-06 14:47:29"
2887;1;"GPS navigator";"Electronics GPS and Car";0;;;;;gps-navigator;;"2017-05-25 16:42:59";"2023-07-04 14:47:59"
2888;1;"MP3, MP4 and MP5";"Electronics Sound";0;;;;;mp3-mp4-and-mp5;;"2017-05-25 16:42:59";"2023-07-04 14:47:59"
2889;1;"Gaming keyboards";"Computer Gaming";0;;;;;gaming-keyboards;;"2017-05-25 16:42:59";"2023-07-04 14:47:59"
2890;1;"Gaming Graphics Cards";"Computer Gaming";0;;;;;gaming-graphics-cards;;"2017-05-25 16:42:59";"2023-07-04 14:47:59"
2904;1;"Electronics Gaming";"Computers Electronics";0;;;;;electronics-gaming;;"2017-05-25 16:42:59";"2023-07-03 21:47:12"
2905;1;"Electronics GPS and Car";"Computers Electronics";0;;;;;electronics-gps-and-car;;"2017-05-25 16:42:59";"2023-07-03 21:47:12"
2906;1;"Mobile and tablet stands";"Electronics GPS and Car";0;;;;;mobile-and-tablet-stands;;"2017-05-25 16:42:59";"2023-07-04 14:47:59"
2907;1;"Portable DVD players";"Electronics GPS and Car";0;;;;;portable-dvd-players;;"2017-05-25 16:42:59";"2023-04-13 07:53:39"
2908;1;"Bluetooth car handsfree kits";"Electronics GPS and Car";0;;;;;bluetooth-car-handsfree-kits;;"2017-05-25 16:42:59";"2021-09-20 14:01:20"
2909;1;"Ebooks and Covers";"Electronics Phones & tablets";0;;;;;ebooks-and-covers;;"2017-05-25 16:42:59";"2023-07-04 14:47:59"
2910;1;"Remote Controls";"Electronics Television";0;;;;;remote-controls;;"2017-05-25 16:42:59";"2023-07-04 14:47:59"
2911;1;"TV Stands";"Electronics Television";0;;;;;tv-stands;;"2017-05-25 16:42:59";"2023-07-04 14:47:59"
