ID;ACTIVE;NAME;PARENT_CATEGORY;ROOT_CATEGORY;DESCRIPTION;META_TITLE;META_KEYWORDS;META_DESCRIPTION;URL_REWRITTEN;IMAGE_URL;DATE_ADD;DATE_UPD
2662;1;"Original Gifts";Home;0;;;;;original-gifts;;"2017-05-25 16:43:00";"2022-02-04 00:47:03"
2663;1;"Gifts for the Home";"Original Gifts";0;;;;;gifts-for-the-home;;"2017-05-25 16:43:00";"2021-09-20 14:01:20"
2664;1;"Kitchen Gifts";"Original Gifts";0;;;;;kitchen-gifts;;"2017-05-25 16:42:59";"2022-09-30 21:47:52"
2666;1;"Sport Gifts";"Original Gifts";0;;;;;sport-gifts;;"2017-05-25 16:43:00";"2021-09-20 14:01:20"
2667;1;"Self Care Gifts";"Original Gifts";0;;;;;self-care-gifts;;"2017-05-25 16:43:00";"2021-09-20 14:01:20"
2668;1;"Fashion and Accessories";"Original Gifts";0;;;;;fashion-and-accessories;;"2021-06-25 14:00:27";"2021-09-20 14:01:20"
2669;1;"Gifts for Children";"Original Gifts";0;;;;;gifts-for-children;;"2017-05-25 16:43:00";"2021-09-20 14:01:20"
2671;1;"Original Gadgets";"Original Gifts";0;;;;;original-gadgets;;"2017-05-25 16:42:59";"2023-04-20 14:55:41"
2682;1;"Gifts for Women";"Original Gifts";0;;;;;gifts-for-women;;"2017-05-25 16:43:00";"2021-09-20 14:01:20"
2683;1;"Original Glasses and Jugs";"Original Gifts";0;;;;;original-glasses-and-jugs;;"2017-05-25 16:43:00";"2021-09-20 14:01:20"
2684;1;"Gifts for Babies";"Original Gifts";0;;;;;gifts-for-babies;;"2017-05-25 16:43:00";"2021-09-20 14:01:20"
2685;1;"Original Money Boxes";"Original Gifts";0;;;;;original-money-boxes;;"2017-05-25 16:43:00";"2021-09-20 14:01:20"
2686;1;"Original Mugs";"Original Gifts";0;;;;;original-mugs;;"2017-05-25 16:43:00";"2021-09-20 14:01:20"
2687;1;"Romantic Gifts";"Original Gifts";0;;;;;romantic-gifts;;"2017-05-25 16:43:00";"2022-08-03 21:47:31"
2688;1;"Original Key-rings";"Original Gifts";0;;;;;original-key-rings;;"2017-05-25 16:43:00";"2021-09-20 14:01:20"
2689;1;"Gifts for Birthdays and Celebrations";"Original Gifts";0;;;;;gifts-for-birthdays-and-celebrations;;"2017-05-25 16:42:59";"2021-09-20 14:01:20"
2690;1;"Original Photo Frames";"Original Gifts";0;;;;;original-photo-frames;;"2017-05-25 16:43:00";"2021-09-20 14:01:20"
2691;1;"Gifts for Older People";"Original Gifts";0;;;;;gifts-for-older-people;;"2017-05-25 16:43:00";"2021-09-20 14:01:20"
2692;1;"Gifts for Men";"Original Gifts";0;;;;;gifts-for-men;;"2017-05-25 16:43:00";"2021-09-20 14:01:20"
2693;1;"Gifts for Weddings, Communions and Christenings";"Original Gifts";0;;;;;gifts-for-weddings-communions-and-christenings;;"2017-05-25 16:43:00";"2021-09-20 14:01:20"
2694;1;"Stag and Hen Gifts";"Original Gifts";0;;;;;stag-and-hen-gifts;;"2017-05-25 16:43:00";"2021-09-20 14:01:20"
2695;1;"Unusual and Fun Gifts";"Original Gifts";0;;;;;unusual-and-fun-gifts;;"2017-05-25 16:43:00";"2021-09-20 14:01:20"
2696;1;"Erotic Gifts";"Original Gifts";0;;;;;erotic-gifts;;"2017-05-25 16:43:00";"2021-09-20 14:01:20"
