ID;CATEGORY;NAME;ATTRIBUTE1;ATTRIBUTE2;VALUE1;VALUE2;DESCRIPTION;BRAND;FEATURE;PRICE;PVP_BIGBUY;PVD;IVA;VIDEO;EAN13;WIDTH;HEIGHT;DEPTH;WEIGHT;STOCK;DATE_ADD;DATE_UPD;IMAGE1;IMAGE2;IMAGE3;IMAGE4;IMAGE5;IMAGE6;IMAGE7;IMAGE8;IMAGE_ENERGY_EFFICIENCY;CONDITION;INTRASTAT
S2404568;2662,2669;"Cowboy Rifle Gonher 3098/0 (62 x 13 cm)";;;;;"Children deserve the best, that's why we present to you <b>Cowboy Rifle Gonher 3098/0 (62 x 13 cm)</b>, ideal for those who seek quality products for their little ones! Get <b>Gonher</b> and other brands and licences at the best prices!<br><br><ul><li>Material: Metal</li><li>Recommended age: <ul><li>+ 3 years</li><li>Adults</li></ul></li><li>Instruction manual: Multilanguage</li><li>Battery operated: No</li></ul>";3859;;19.01;13.31;10.65;21;0;8410982309800;14;66;3;0.48;1;"2024-04-15 09:49:32";"2025-01-21 09:11:05";https://cdnbigbuy.com/images/8410982309800_P03.jpg;https://cdnbigbuy.com/images/8410982309800_S2404568_P13.jpg;https://cdnbigbuy.com/images/8410982309800_S2404568_GPSRL_P33.jpg;;;;;;;NEW;95030021
S2425249;2662,2684;"Balls Fisher Price animals";;;;;"Children deserve the best, that's why we present to you <b>Balls Fisher Price animals</b>, ideal for those who seek quality products for their little ones! Get <b>Fisher Price</b> at the best prices!<br><br><ul><li>Recommended age: + 0 Years</li><li>Gender: Children's</li><li>Type: Balls</li><li>Includes: Ball x 5</li><li>Design: animals</li></ul>";2593;;23.29;16.98;14.43;21;0;6970327700577;26;30;10;0.44;579;"2024-12-31 15:19:10";"2025-01-16 13:12:07";https://cdnbigbuy.com/images/6970327700577_R0_WBG_PACK2.jpg;https://cdnbigbuy.com/images/6970327700577_R1_WBG2.jpg;https://cdnbigbuy.com/images/6970327700577_R2_WBG2.jpg;https://cdnbigbuy.com/images/6970327700577_R3_WBG_MKT2.jpg;https://cdnbigbuy.com/images/6970327700577_S2425249_P0_WBG2.jpg;;;;;NEW;95065900
S2425250;2662,2684;"Balls Fisher Price Lion";;;;;"Children deserve the best, that's why we present to you <b>Balls Fisher Price Lion</b>, ideal for those who seek quality products for their little ones! Get <b>Fisher Price</b> at the best prices!<br><br><ul><li>Recommended age: + 0 Years</li><li>Gender: Children's</li><li>Type: Balls</li><li>Design: Lion</li><li>Includes: Ball x 2</li></ul>";2593;;8.01;5.61;4.21;21;0;6970327700799;11;23;8;0.1;860;"2024-12-31 15:20:15";"2024-12-31 15:20:15";https://cdnbigbuy.com/images/6970327700799_R0_WBG2.jpg;https://cdnbigbuy.com/images/6970327700799_R1_WBG2.jpg;;;;;;;;NEW;95065900
S2425252;2662,2684;"Baby toy Fisher Price 6 Pieces Multicolour";;;;;"Children deserve the best, that's why we present to you <b>Baby toy Fisher Price 6 Pieces Multicolour</b>, ideal for those who seek quality products for their little ones! Get <b>Fisher Price</b> at the best prices!<br><br><ul><li>Number of pieces: 6 Pieces</li><li>Recommended age: <ul><li>Babies</li><li>+ 0 Years</li></ul></li><li>Type: Baby toy</li><li>Colour: Multicolour</li></ul>";2593;;20.15;14.69;12.49;21;0;6970327701383;25;25;8;0.45;848;"2024-12-31 15:20:10";"2024-12-31 15:20:10";https://cdnbigbuy.com/images/6970327701383_R00_WBG2.jpg;https://cdnbigbuy.com/images/6970327701383_R0_WBG_PACK2.jpg;https://cdnbigbuy.com/images/6970327701383_S2425252_GPSRL_P12.jpg;;;;;;;NEW;95030021
S2426991;2662,2684;"Ball Soft toys Monkey";;;;;"Children deserve the best, that's why we present to you <b>Ball 16 cm Monkey Soft toys</b>, ideal for those who seek quality products for their little ones! Get <b></b> at the best prices!<br><ul><li>Type: Soft toys</li><li>Approx. dimensions: 16 cm</li><li>Design: Monkey</li></ul>";3224;;9.43;6.6;4.95;21;0;8422802253422;18.25;19.23;18;0.138;0;"2024-12-31 14:43:10";"2024-12-31 14:43:10";https://cdnbigbuy.com/images/8422802253422_S2426991_P01.jpg;;;;;;;;;NEW;84145100
S2427000;2662,2684;"Ball Soft toys Rabbit";;;;;"Children deserve the best, that's why we present to you <b>Ball Rabbit 16 cm Soft toys</b>, ideal for those who seek quality products for their little ones! Get <b></b> at the best prices!<br><ul><li>Type: Soft toys</li><li>Approx. dimensions: 16 cm</li><li>Design: Rabbit</li></ul>";3224;;9.43;6.6;4.95;21;0;8422802253620;18.25;19.23;18;0.138;0;"2024-12-31 14:43:07";"2024-12-31 14:43:07";https://cdnbigbuy.com/images/8422802253620_S2427000_P01.jpg;;;;;;;;;NEW;84145100
S2436444;2662,2684;"Sensory ball Moltó 20 cm Blue";;;;;"Children deserve the best, that's why we present to you <b>Sensory ball Moltó 20 cm Blue</b>, ideal for those who seek quality products for their little ones! Get <b>Moltó</b> at the best prices!<br><br><ul><li>Approx. dimensions: 20 cm</li><li>Type: Sensory ball</li><li>Colour: Blue</li><li>Recommended age: + 6 Months</li></ul>";3779;;11.69;8.18;6.54;21;0;8410963245608;20;20;20;0.5;8;"2024-03-26 15:03:17";"2025-01-08 09:27:06";https://cdnbigbuy.com/images/8410963245608_S2436444_P21.jpg;https://cdnbigbuy.com/images/8410963245608_S2436444_P01.jpg;https://cdnbigbuy.com/images/8410963245608_S2436444_P11.jpg;https://cdnbigbuy.com/images/8410963245608_S2436444_P31.jpg;https://cdnbigbuy.com/images/8410963245608_S2436444_P41.jpg;https://cdnbigbuy.com/images/8410963245608_S2436444_GPSRL_P51.jpg;;;;NEW;84145100
S3602691;2662,2689;"Paper Bag 2 Units 11 x 36 x 21 cm";Colour;;White;;"Return to the office without forgetting a single thing! Buy <b>Paper Bag 2 Units 11 x 36 x 21 cm</b> and be the envy of your colleagues!<br><br><ul><li>Type: Bag</li><li>Material: Paper</li><li>Units: 2 Units</li><li>Approx. dimensions: 11 x 36 x 21 cm</li></ul>";3896;;1.86;1.3;0.91;21;0;8430852521743;11;36;21;0.077;0;"2025-01-20 06:57:19";"2025-01-23 16:56:32";https://cdnbigbuy.com/images/8430852521729_S3602816_P0_WBG2.jpg;https://cdnbigbuy.com/images/8430852521736_S3602817_P0_WBG2.jpg;https://cdnbigbuy.com/images/8430852521743_S3602691_P0_WBG2.jpg;https://cdnbigbuy.com/images/8430852521750_S3602692_P0_WBG2.jpg;https://cdnbigbuy.com/images/8430852521767_S3602693_P0_WBG2.jpg;https://cdnbigbuy.com/images/8430852521774_S3602694_P0_WBG2.jpg;https://cdnbigbuy.com/images/8430852521781_S3602695_P0_WBG2.jpg;https://cdnbigbuy.com/images/8430852521798_S3602696_P0_WBG2.jpg;;NEW;84716070
S3602692;2662,2689;"Paper Bag 2 Units 11 x 36 x 21 cm";Colour;;Pink;;"Return to the office without forgetting a single thing! Buy <b>Paper Bag 2 Units 11 x 36 x 21 cm</b> and be the envy of your colleagues!<br><br><ul><li>Type: Bag</li><li>Material: Paper</li><li>Units: 2 Units</li><li>Approx. dimensions: 11 x 36 x 21 cm</li></ul>";3896;;1.06;0.74;0.52;21;0;8430852521750;11;36;21;0.077;7;"2025-01-20 06:57:19";"2025-01-23 16:56:32";https://cdnbigbuy.com/images/8430852521729_S3602816_P0_WBG2.jpg;https://cdnbigbuy.com/images/8430852521736_S3602817_P0_WBG2.jpg;https://cdnbigbuy.com/images/8430852521743_S3602691_P0_WBG2.jpg;https://cdnbigbuy.com/images/8430852521750_S3602692_P0_WBG2.jpg;https://cdnbigbuy.com/images/8430852521767_S3602693_P0_WBG2.jpg;https://cdnbigbuy.com/images/8430852521774_S3602694_P0_WBG2.jpg;https://cdnbigbuy.com/images/8430852521781_S3602695_P0_WBG2.jpg;https://cdnbigbuy.com/images/8430852521798_S3602696_P0_WBG2.jpg;;NEW;84716070
S3602694;2662,2689;"Paper Bag 2 Units 11 x 36 x 21 cm";Colour;;Green;;"Return to the office without forgetting a single thing! Buy <b>Paper Bag 2 Units 11 x 36 x 21 cm</b> and be the envy of your colleagues!<br><br><ul><li>Type: Bag</li><li>Material: Paper</li><li>Units: 2 Units</li><li>Approx. dimensions: 11 x 36 x 21 cm</li></ul>";3896;;2.09;1.46;1.02;21;0;8430852521774;11;36;21;0.073;0;"2025-01-20 06:57:19";"2025-01-23 16:56:32";https://cdnbigbuy.com/images/8430852521729_S3602816_P0_WBG2.jpg;https://cdnbigbuy.com/images/8430852521736_S3602817_P0_WBG2.jpg;https://cdnbigbuy.com/images/8430852521743_S3602691_P0_WBG2.jpg;https://cdnbigbuy.com/images/8430852521750_S3602692_P0_WBG2.jpg;https://cdnbigbuy.com/images/8430852521767_S3602693_P0_WBG2.jpg;https://cdnbigbuy.com/images/8430852521774_S3602694_P0_WBG2.jpg;https://cdnbigbuy.com/images/8430852521781_S3602695_P0_WBG2.jpg;https://cdnbigbuy.com/images/8430852521798_S3602696_P0_WBG2.jpg;;NEW;84716070
S3602695;2662,2689;"Paper Bag 2 Units 11 x 36 x 21 cm";Colour;;Purplish;;"Return to the office without forgetting a single thing! Buy <b>Paper Bag 2 Units 11 x 36 x 21 cm</b> and be the envy of your colleagues!<br><br><ul><li>Type: Bag</li><li>Material: Paper</li><li>Units: 2 Units</li><li>Approx. dimensions: 11 x 36 x 21 cm</li></ul>";3896;;2.09;1.46;1.02;21;0;8430852521781;11;36;21;0.073;0;"2025-01-20 06:57:19";"2025-01-23 16:56:32";https://cdnbigbuy.com/images/8430852521729_S3602816_P0_WBG2.jpg;https://cdnbigbuy.com/images/8430852521736_S3602817_P0_WBG2.jpg;https://cdnbigbuy.com/images/8430852521743_S3602691_P0_WBG2.jpg;https://cdnbigbuy.com/images/8430852521750_S3602692_P0_WBG2.jpg;https://cdnbigbuy.com/images/8430852521767_S3602693_P0_WBG2.jpg;https://cdnbigbuy.com/images/8430852521774_S3602694_P0_WBG2.jpg;https://cdnbigbuy.com/images/8430852521781_S3602695_P0_WBG2.jpg;https://cdnbigbuy.com/images/8430852521798_S3602696_P0_WBG2.jpg;;NEW;84716070
S3602696;2662,2689;"Paper Bag 2 Units 11 x 36 x 21 cm";Colour;;Blue;;"Return to the office without forgetting a single thing! Buy <b>Paper Bag 2 Units 11 x 36 x 21 cm</b> and be the envy of your colleagues!<br><br><ul><li>Type: Bag</li><li>Material: Paper</li><li>Units: 2 Units</li><li>Approx. dimensions: 11 x 36 x 21 cm</li></ul>";3896;;1.86;1.3;0.91;21;0;8430852521798;11;36;21;0.077;0;"2025-01-20 06:57:19";"2025-01-23 16:56:32";https://cdnbigbuy.com/images/8430852521729_S3602816_P0_WBG2.jpg;https://cdnbigbuy.com/images/8430852521736_S3602817_P0_WBG2.jpg;https://cdnbigbuy.com/images/8430852521743_S3602691_P0_WBG2.jpg;https://cdnbigbuy.com/images/8430852521750_S3602692_P0_WBG2.jpg;https://cdnbigbuy.com/images/8430852521767_S3602693_P0_WBG2.jpg;https://cdnbigbuy.com/images/8430852521774_S3602694_P0_WBG2.jpg;https://cdnbigbuy.com/images/8430852521781_S3602695_P0_WBG2.jpg;https://cdnbigbuy.com/images/8430852521798_S3602696_P0_WBG2.jpg;;NEW;84716070
S3602816;2662,2689;"Paper Bag 2 Units 11 x 36 x 21 cm";Colour;;Brown;;"Return to the office without forgetting a single thing! Buy <b>Paper Bag 2 Units 11 x 36 x 21 cm</b> and be the envy of your colleagues!<br><br><ul><li>Type: Bag</li><li>Material: Paper</li><li>Units: 2 Units</li><li>Approx. dimensions: 11 x 36 x 21 cm</li></ul>";3896;;1.86;1.3;0.91;21;0;8430852521729;11;36;21;0.077;0;"2025-01-20 06:57:19";"2025-01-23 16:56:32";https://cdnbigbuy.com/images/8430852521729_S3602816_P0_WBG2.jpg;https://cdnbigbuy.com/images/8430852521736_S3602817_P0_WBG2.jpg;https://cdnbigbuy.com/images/8430852521743_S3602691_P0_WBG2.jpg;https://cdnbigbuy.com/images/8430852521750_S3602692_P0_WBG2.jpg;https://cdnbigbuy.com/images/8430852521767_S3602693_P0_WBG2.jpg;https://cdnbigbuy.com/images/8430852521774_S3602694_P0_WBG2.jpg;https://cdnbigbuy.com/images/8430852521781_S3602695_P0_WBG2.jpg;https://cdnbigbuy.com/images/8430852521798_S3602696_P0_WBG2.jpg;;NEW;84716070
S3602817;2662,2689;"Paper Bag 2 Units 11 x 36 x 21 cm";Colour;;Black;;"Return to the office without forgetting a single thing! Buy <b>Paper Bag 2 Units 11 x 36 x 21 cm</b> and be the envy of your colleagues!<br><br><ul><li>Type: Bag</li><li>Material: Paper</li><li>Units: 2 Units</li><li>Approx. dimensions: 11 x 36 x 21 cm</li></ul>";3896;;1.86;1.3;0.91;21;0;8430852521736;11;36;21;0.073;0;"2025-01-20 06:57:19";"2025-01-23 16:56:32";https://cdnbigbuy.com/images/8430852521729_S3602816_P0_WBG2.jpg;https://cdnbigbuy.com/images/8430852521736_S3602817_P0_WBG2.jpg;https://cdnbigbuy.com/images/8430852521743_S3602691_P0_WBG2.jpg;https://cdnbigbuy.com/images/8430852521750_S3602692_P0_WBG2.jpg;https://cdnbigbuy.com/images/8430852521767_S3602693_P0_WBG2.jpg;https://cdnbigbuy.com/images/8430852521774_S3602694_P0_WBG2.jpg;https://cdnbigbuy.com/images/8430852521781_S3602695_P0_WBG2.jpg;https://cdnbigbuy.com/images/8430852521798_S3602696_P0_WBG2.jpg;;NEW;84716070
S3614306;2662,2689;"Paper Bag Black (18 x 8 x 31 cm) (25 Units)";;;;;"Return to the office without forgetting a single thing! Buy <b>Paper Bag Black (18 x 8 x 31 cm) (25 Units)</b> and be the envy of your colleagues!<br><br><ul><li>Colour: Black</li><li>Material: Paper</li><li>Units: 25 Units</li><li>Approx. dimensions: 18 x 8 x 31 cm</li><li>Type: Bag</li></ul>";3896;;12.39;8.67;6.5;21;0;4899888504658;32;5.5;18;0.7;329;"2025-01-17 02:35:31";"2025-01-20 15:38:12";https://cdnbigbuy.com/images/S3614306_8434176003565_P1_icon_icon1.jpg;https://cdnbigbuy.com/images/S3614306_8434176003565_P1_icon1.jpg;https://cdnbigbuy.com/images/S3614306_8434176003565_P11.jpg;https://cdnbigbuy.com/images/S3614306_P01.jpg;;;;;;NEW;84716070
S3614308;2662,2689;"Paper Bag Black (12 x 52 x 32 cm) (25 Units)";;;;;"Return to the office without forgetting a single thing! Buy <b>Paper Bag Black (12 x 52 x 32 cm) (25 Units)</b> and be the envy of your colleagues!<br><ul><li>Colour: Black</li><li>Material: Paper</li><li>Approx. dimensions: 12 x 52 x 32 cm</li><li>Units: 25 Units</li><li>Type: Paper Bag</li></ul>";3896;;17.56;12.29;9.83;21;0;4899888504672;1;6.947;6.947;0.061;75;"2024-09-18 05:51:51";"2025-01-09 02:05:15";https://cdnbigbuy.com/images/S3614308_8434176003688_P1_icon1.jpg;https://cdnbigbuy.com/images/S3614308_8434176003688_P11.jpg;;;;;;;;NEW;84716070
S3614311;2662,2689;"Paper Bag 24 x 12 x 40 cm White (25 Units)";;;;;"Return to the office without forgetting a single thing! Buy <b>Paper Bag 24 x 12 x 40 cm White (25 Units)</b> and be the envy of your colleagues!<br><ul><li>Colour: White</li><li>Material: Paper</li><li>Units: 25 Units</li><li>Approx. dimensions: 24 x 12 x 40 cm</li><li>Type: Paper Bag</li></ul>";3896;;13.99;9.79;7.83;21;0;4899888504702;42;6;25;1.083;157;"2025-01-24 02:36:29";"2025-01-24 02:36:29";https://cdnbigbuy.com/images/S3614311_P0_W_00_WBG_icon1.jpg;https://cdnbigbuy.com/images/S3614311_P0_W_00_WBG1.jpg;;;;;;;;NEW;84716070
S3614312;2662,2689;"Paper Bag White (32 X 12 X 50 cm) (25 Units)";;;;;"Return to the office without forgetting a single thing! Buy <b>Paper Bag White (32 X 12 X 50 cm) (25 Units)</b> and be the envy of your colleagues!<br><ul><li>Colour: White</li><li>Material: Paper</li><li>Units: 25 Units</li><li>Approx. dimensions: 32 X 12 X 50 cm</li><li>Type: Bag</li></ul>";3896;;17.56;12.29;9.83;21;0;4899888504719;52;5;33;1.55;234;"2024-09-18 05:51:20";"2025-01-14 02:06:11";https://cdnbigbuy.com/images/S3614312_P0_WBG-v_1_icon1.jpg;https://cdnbigbuy.com/images/S3614312_P0_WBG-v_11.jpg;;;;;;;;NEW;84716070
S3614314;2662,2689;"Paper Bag 24 x 12 x 40 cm Pink (25 Units)";;;;;"Return to the office without forgetting a single thing! Buy <b>Paper Bag 24 x 12 x 40 cm Pink (25 Units)</b> and be the envy of your colleagues!<br><ul><li>Colour: Pink</li><li>Material: Paper</li><li>Units: 25 Units</li><li>Approx. dimensions: 24 x 12 x 40 cm</li><li>Type: Paper Bag</li></ul>";3896;;13.99;9.79;7.83;21;0;4899888504733;25;5;42;1.092;10;"2023-03-31 12:58:12";"2025-01-21 02:05:19";https://cdnbigbuy.com/images/S3614314_P0_W_00_WBG_icon0.jpg;https://cdnbigbuy.com/images/S3614314_P0_W_00_WBG0.jpg;;;;;;;;NEW;84716070
S3614316;2662,2689;"Paper Bag 24 x 12 x 40 cm Blue (25 Units)";;;;;"Return to the office without forgetting a single thing! Buy <b>Paper Bag 24 x 12 x 40 cm Blue (25 Units)</b> and be the envy of your colleagues!<br><ul><li>Colour: Blue</li><li>Material: Paper</li><li>Units: 25 Units</li><li>Approx. dimensions: 24 x 12 x 40 cm</li><li>Type: Paper Bag</li></ul>";3896;;13.99;9.79;7.83;21;0;4899888504757;42;5;25;1.1;0;"2023-03-31 12:58:16";"2024-10-25 03:17:08";https://cdnbigbuy.com/images/S3614316_P0_W_00_WBG_icon0.jpg;https://cdnbigbuy.com/images/S3614316_P0_W_00_WBG0.jpg;;;;;;;;NEW;84716070
S3614593;2662,2689;"Paper Bag Silver (18 x 8 x 31 cm) (25 Units)";;;;;"Return to the office without forgetting a single thing! Buy <b>Paper Bag Silver (18 x 8 x 31 cm) (25 Units)</b> and be the envy of your colleagues!<br><ul><li>Material: Paper</li><li>Colour: Silver</li><li>Units: 25 Units</li><li>Approx. dimensions: 18 x 8 x 31 cm</li><li>Type: Bag</li></ul>";3896;;13.4;9.38;7.5;21;0;4899888507529;32;6.5;18;0.7;278;"2023-02-16 15:02:09";"2025-01-08 02:05:08";https://cdnbigbuy.com/images/S3614593_P0_WBG-v_1_icon0.jpg;https://cdnbigbuy.com/images/S3614593_P0_WBG-v_10.jpg;;;;;;;;NEW;84716070
S3614594;2662,2689;"Paper Bag Silver (24 x 12 x 40 cm) (25 Units)";;;;;"Return to the office without forgetting a single thing! Buy <b>Paper Bag Silver (24 x 12 x 40 cm) (25 Units)</b> and be the envy of your colleagues!<br><ul><li>Material: Paper</li><li>Colour: Silver</li><li>Units: 25 Units</li><li>Approx. dimensions: 24 x 12 x 40 cm</li><li>Type: Bag</li></ul>";3896;;16.37;11.46;9.17;21;0;4899888507536;25;6;42;1.2;215;"2025-01-17 02:35:27";"2025-01-17 02:35:27";https://cdnbigbuy.com/images/S3614594_P0_WBG-v_1_icon1.jpg;https://cdnbigbuy.com/images/S3614594_P0_WBG-v_11.jpg;;;;;;;;NEW;84716070
S3614595;2662,2689;"Paper Bag Silver (32 X 12 X 50 cm) (25 Units)";;;;;"Return to the office without forgetting a single thing! Buy <b>Paper Bag Silver (32 X 12 X 50 cm) (25 Units)</b> and be the envy of your colleagues!<br><ul><li>Material: Paper</li><li>Colour: Silver</li><li>Units: 25 Units</li><li>Approx. dimensions: 32 X 12 X 50 cm</li><li>Type: Paper Bag</li></ul>";3896;;20.54;14.38;11.5;21;0;4899888507543;32;4;51;1.612;214;"2023-02-16 15:02:10";"2025-01-23 02:05:10";https://cdnbigbuy.com/images/S3614595_8434176012642_P1_icon0.jpg;https://cdnbigbuy.com/images/S3614595_8434176012642_P10.jpg;;;;;;;;NEW;84716070
S3614597;2662,2689;"Paper Bag Golden 18 x 8 x 32 cm (25 Units)";;;;;"Return to the office without forgetting a single thing! Buy <b>Paper Bag Golden 18 x 8 x 32 cm (25 Units)</b> and be the envy of your colleagues!<br><br><ul><li>Type: Bag</li><li>Colour: Golden</li><li>Material: Paper</li><li>Units: 25 Units</li><li>Approx. dimensions: 18 x 8 x 32 cm</li></ul>";3896;;8.93;6.25;5;21;0;4899888507567;32;5.5;18;0.683;5;"2023-02-16 15:02:11";"2024-12-06 08:02:05";https://cdnbigbuy.com/images/S3614597_P0_WBG-v_1_icon1.jpg;https://cdnbigbuy.com/images/S3614597_P0_WBG-v_11.jpg;;;;;;;;NEW;84716070
S3614598;2662,2689;"Paper Bag Golden (24 x 12 x 40 cm) (25 Units)";;;;;"Return to the office without forgetting a single thing! Buy <b>Paper Bag Golden (24 x 12 x 40 cm) (25 Units)</b> and be the envy of your colleagues!<br><ul><li>Material: Paper</li><li>Colour: Golden</li><li>Units: 25 Units</li><li>Approx. dimensions: 24 x 12 x 40 cm</li><li>Type: Bag</li></ul>";3896;;16.37;11.46;9.17;21;0;4899888507574;43;5;25;1.167;152;"2025-01-17 02:36:15";"2025-01-17 02:36:15";https://cdnbigbuy.com/images/S3614598_P0_WBG-v_1_icon1.jpg;https://cdnbigbuy.com/images/S3614598_P0_WBG-v_11.jpg;;;;;;;;NEW;84716070
S3614599;2662,2689;"Paper Bag Golden (32 X 12 X 50 cm) (25 Units)";;;;;"Return to the office without forgetting a single thing! Buy <b>Paper Bag Golden (32 X 12 X 50 cm) (25 Units)</b> and be the envy of your colleagues!<br><ul><li>Material: Paper</li><li>Colour: Golden</li><li>Units: 25 Units</li><li>Approx. dimensions: 32 X 12 X 50 cm</li><li>Type: Bag</li></ul>";3896;;20.54;14.38;11.5;21;0;4899888507581;52;5;33;1.6;236;"2024-09-20 17:53:54";"2025-01-23 02:05:06";https://cdnbigbuy.com/images/S3614599_P0_WBG-v_1_icon1.jpg;https://cdnbigbuy.com/images/S3614599_P0_WBG-v_11.jpg;;;;;;;;NEW;84716070
S3614618;2662,2689;"Set of Bags Pink Paper 8 x 31 x 15 cm (12 Units)";;;;;"Return to the office without forgetting a single thing! Buy <b>Set of Bags Pink Paper 8 x 31 x 15 cm (12 Units)</b> and be the envy of your colleagues!<br><ul><li>Approx. dimensions: 8 x 31 x 15 cm</li><li>Units: 12 Units</li><li>Material: Paper</li><li>Type: Paper Bag</li><li>Colour: Pink</li><li>Number of pieces: 3 Pieces</li></ul>";3896;;10.57;7.4;5.92;21;0;4899888507772;16.5;33;34;3.487;2;"2023-03-24 14:23:06";"2024-10-26 03:18:09";https://cdnbigbuy.com/images/S3614618_18430852456660_P1_icon0.jpg;https://cdnbigbuy.com/images/S3614618_18430852456660_P10.jpg;;;;;;;;NEW;48239085
S3614786;2662,2689;"Set of Bags Paper 11,5 x 42 x 25 cm (12 Units)";;;;;"Return to the office without forgetting a single thing! Buy <b>Set of Bags Paper 11,5 x 42 x 25 cm (12 Units)</b> and be the envy of your colleagues!<br><ul><li>Approx. dimensions: 11,5 x 42 x 25 cm</li><li>Units: 12 Units</li><li>Type: Bag</li><li>Material: Paper</li><li>Number of pieces: 2 Pieces</li></ul>";3896;;10.21;7.15;5.36;21;0;4899888509455;27;21;44;4.8;165;"2024-09-20 17:53:11";"2025-01-17 02:05:12";https://cdnbigbuy.com/images/S3614786_18430852521832_P1_icon1.jpg;https://cdnbigbuy.com/images/S3614786_18430852521832_P11.jpg;;;;;;;;NEW;48239085
S3614787;2662,2689;"Set of Bags Paper 11,5 x 42 x 25 cm (12 Units)";;;;;"Return to the office without forgetting a single thing! Buy <b>Set of Bags Paper 11,5 x 42 x 25 cm (12 Units)</b> and be the envy of your colleagues!<br><ul><li>Approx. dimensions: 11,5 x 42 x 25 cm</li><li>Units: 12 Units</li><li>Type: Bag</li><li>Material: Paper</li><li>Number of pieces: 2 Pieces</li></ul>";3896;;10.21;7.15;5.36;21;0;4899888509462;27;21;44;4.8;136;"2023-03-23 09:55:09";"2025-01-17 02:05:14";https://cdnbigbuy.com/images/S3614787_18430852521870_P1_icon0.jpg;https://cdnbigbuy.com/images/S3614787_18430852521870_P10.jpg;;;;;;;;NEW;48239085
S3622478;2662,2689;"Paper Bag Christmas Stocking Green (12 Units)";;;;;"Return to the office without forgetting a single thing! Buy <b>Paper Bag Christmas Stocking Paper Green (35 X 21 X 11 cm) (12 Units)</b> and be the envy of your colleagues!<br><ul><li>Colour: Green</li><li>Material: Paper</li><li>Units: 12 Units</li><li>Approx. dimensions: 35 X 21 X 11 cm</li><li>Type: Bag</li><li>Design: Christmas Stocking</li></ul>";16563;;10.86;7.6;5.7;21;0;4899888579694;37;3.5;21;0.475;1;"2024-07-17 09:46:21";"2024-11-12 08:24:12";https://cdnbigbuy.com/images/S3622478_P0_WBG-v_1_icon1.jpg;https://cdnbigbuy.com/images/S3622478_P0_WBG-v_11.jpg;;;;;;;;NEW;84716070
S3623541;2662,2689;"Paper Bag 32 X 12 X 50 cm Brown (25 Units)";;;;;"Return to the office without forgetting a single thing! Buy <b>Paper Bag 32 X 12 X 50 cm Brown (25 Units)</b> and be the envy of your colleagues!<br><br><ul><li>Colour: Brown</li><li>Material: Paper</li><li>Units: 25 Units</li><li>Approx. dimensions: 32 X 12 X 50 cm</li><li>Type: Paper Bag</li></ul>";3896;;15.19;10.63;8.5;21;0;8434176003640;52;4;31;1.562;298;"2025-01-17 02:36:17";"2025-01-23 02:05:12";https://cdnbigbuy.com/images/8434176003640_S3623541_P0_WBG_icon1.jpg;https://cdnbigbuy.com/images/8434176003640_S3623541_P0_WBG1.jpg;;;;;;;;NEW;84716070
S3623542;2662,2689;"Paper Bag 46 x 16 x 59 cm Brown (25 Units)";;;;;"Return to the office without forgetting a single thing! Buy <b>Paper Bag 46 x 16 x 59 cm Brown (25 Units)</b> and be the envy of your colleagues!<br><br><ul><li>Colour: Brown</li><li>Material: Paper</li><li>Units: 25 Units</li><li>Approx. dimensions: 46 x 16 x 59 cm</li><li>Type: Paper Bag</li></ul>";3896;;21.13;14.79;11.83;21;0;8434176003701;60;5.5;46;2.388;212;"2024-07-12 05:45:18";"2025-01-21 02:05:12";https://cdnbigbuy.com/images/8434176003701_S3623542_P0_WBG_icon1.jpg;https://cdnbigbuy.com/images/8434176003701_S3623542_P0_WBG1.jpg;;;;;;;;NEW;84716070
S3623872;2662,2689;"Set of Bags Paper Black 11 x 36 x 21 cm (12 Units)";;;;;"Return to the office without forgetting a single thing! Buy <b>Set of Bags Paper Black 11 x 36 x 21 cm (12 Units)</b> and be the envy of your colleagues!<br><br><ul><li>Colour: Black</li><li>Material: Paper</li><li>Approx. dimensions: 11 x 36 x 21 cm</li><li>Units: 12 Units</li><li>Type: Paper Bag</li><li>Number of pieces: 2 Pieces</li></ul>";3896;;10.21;7.15;5.36;21;0;4899888647300;22;7;37;0.988;120;"2023-08-23 13:28:15";"2025-01-21 02:05:09";https://cdnbigbuy.com/images/S3623872_57937_1692785559-cropped_icon0.jpg;https://cdnbigbuy.com/images/S3623872_57937_1692785549-cropped0.jpg;https://cdnbigbuy.com/images/S3623872_57937_1692785559-cropped0.jpg;;;;;;;NEW;48239085
S3623874;2662,2689;"Set of Bags Paper Pink 11 x 36 x 21 cm (12 Units)";;;;;"Return to the office without forgetting a single thing! Buy <b>Set of Bags Paper Pink 11 x 36 x 21 cm (12 Units)</b> and be the envy of your colleagues!<br><br><ul><li>Approx. dimensions: 11 x 36 x 21 cm</li><li>Units: 12 Units</li><li>Type: Paper Bag</li><li>Material: Paper</li><li>Number of pieces: 2 Pieces</li><li>Colour: Pink</li></ul>";3896;;10.21;7.15;5.36;21;0;4899888647324;23;23;39;3.7;43;"2023-08-23 13:28:11";"2025-01-17 02:05:11";https://cdnbigbuy.com/images/S3623874_1692786398-no-background_icon0.jpg;https://cdnbigbuy.com/images/S3623874_1692786398-no-background0.jpg;;;;;;;;NEW;48239085
