ID;ACTIVE;NAME;PARENT_CATEGORY;ROOT_CATEGORY;DESCRIPTION;META_TITLE;META_KEYWORDS;META_DESCRIPTION;URL_REWRITTEN;IMAGE_URL;DATE_ADD;DATE_UPD
2403;1;"Kitchen Gourmet";Home;0;;;;;kitchen-gourmet;;"2017-05-25 16:42:59";"2023-07-06 07:46:46"
2405;1;"Small Electrical Appliances";"Kitchen Gourmet";0;;;;;small-electrical-appliances;;"2017-05-25 16:42:59";"2023-07-03 21:47:12"
2406;1;Blenders;"Small Electrical Appliances";0;;;;;blenders;;"2017-05-25 16:42:59";"2023-07-04 14:47:59"
2407;1;Kneaders;"Small Electrical Appliances";0;;;;;kneaders;;"2017-05-25 16:42:59";"2023-07-04 14:47:59"
2409;1;Liquidisers;"Small Electrical Appliances";0;;;;;liquidisers;;"2017-05-25 16:42:59";"2023-07-04 14:47:59"
2410;1;Juicers;"Small Electrical Appliances";0;;;;;juicers;;"2017-05-25 16:42:59";"2023-07-04 14:47:59"
2412;1;Choppers;"Small Electrical Appliances";0;;;;;choppers;;"2017-05-25 16:42:59";"2023-07-04 14:47:59"
2415;1;Fryers;"Small Electrical Appliances";0;;;;;fryers;;"2017-05-25 16:42:59";"2023-07-04 14:47:59"
2416;1;Toasters;"Small Electrical Appliances";0;;;;;toasters;;"2017-05-25 16:42:59";"2023-07-04 14:47:59"
2417;1;"Coffee Makers and Coffee Grinders";"Small Electrical Appliances";0;;;;;coffee-makers-and-coffee-grinders;;"2017-05-25 16:42:59";"2023-07-04 14:47:59"
2425;1;"Microwaves and ovens";"Small Electrical Appliances";0;;;;;microwaves-and-ovens;;"2017-05-25 16:42:59";"2021-09-20 14:01:20"
2428;1;"Food processors";"Small Electrical Appliances";0;;;;;food-processors;;"2017-05-25 16:42:59";"2023-07-04 14:47:59"
2430;1;Kettles;"Small Electrical Appliances";0;;;;;kettles;;"2017-05-25 16:42:59";"2023-07-04 14:47:59"
2432;1;"Sandwich toasters";"Small Electrical Appliances";0;;;;;sandwich-toasters;;"2017-05-25 16:42:59";"2023-07-04 14:47:59"
2433;1;"Stoves and hobs";"Small Electrical Appliances";0;;;;;stoves-and-hobs;;"2017-05-25 16:42:59";"2023-07-04 14:47:59"
2434;1;"Grills and griddles";"Small Electrical Appliances";0;;;;;grills-and-griddles;;"2017-05-25 16:42:59";"2023-07-04 14:47:59"
2436;1;"Fountains and Fondues";"Small Electrical Appliances";0;;;;;fountains-and-fondues;;"2017-05-25 16:42:59";"2021-09-20 14:01:20"
2437;1;"Rice cookers";"Small Electrical Appliances";0;;;;;rice-cookers;;"2017-05-25 16:42:59";"2023-02-07 21:46:51"
2439;1;"Kitchen scales";"Small Electrical Appliances";0;;;;;kitchen-scales;;"2017-05-25 16:42:59";"2023-07-04 14:47:59"
2442;1;"Other kitchen appliances";"Small Electrical Appliances";0;;;;;other-kitchen-appliances;;"2017-05-25 16:42:59";"2023-07-02 21:47:43"
2449;1;Kitchenware;"Kitchen Gourmet";0;;;;;kitchenware;;"2017-05-25 16:42:59";"2023-07-03 21:47:12"
2455;1;"Knives and cutlery";Kitchenware;0;;;;;knives-and-cutlery;;"2017-05-25 16:42:59";"2023-07-04 14:47:59"
2456;1;"Lunch boxes, food containers and salad bowls";"Kitchen utensils and accessories";0;;;;;lunch-boxes-food-containers-and-salad-bowls;;"2017-05-25 16:42:59";"2023-07-04 14:47:59"
2458;1;"Pans and casseroles";Kitchenware;0;;;;;pans-and-casseroles;;"2017-05-25 16:42:59";"2023-07-04 14:47:59"
2460;1;"Cookware sets";Kitchenware;0;;;;;cookware-sets;;"2017-05-25 16:42:59";"2023-07-04 14:47:59"
2462;1;"Glasses, cups and jugs";Kitchenware;0;;;;;glasses-cups-and-jugs;;"2017-05-25 16:42:59";"2023-07-04 14:47:59"
2464;1;"Cups and Thermoses";Kitchenware;0;;;;;cups-and-thermoses;;"2017-05-25 16:42:59";"2023-07-04 14:47:59"
2467;1;"Kitchen utensils and accessories";"Kitchen Gourmet";0;;;;;kitchen-utensils-and-accessories;;"2017-05-25 16:42:59";"2023-07-03 14:49:52"
2469;1;"Kitchen linen";Kitchenware;0;;;;;kitchen-linen;;"2017-05-25 16:42:59";"2021-09-20 14:01:20"
2470;1;Baking;"Kitchen Gourmet";0;;;;;baking;;"2017-05-25 16:42:59";"2023-07-03 21:47:12"
2474;1;"Decoration, accessories and moulds";Baking;0;;;;;decoration-accessories-and-moulds;;"2017-05-25 16:42:59";"2023-06-28 21:46:59"
2475;1;"Fondues and fountains";Baking;0;;;;;fondues-and-fountains;;"2017-05-25 16:42:59";"2021-09-20 14:01:20"
2477;1;"Ice cream and yoghurt makers";Baking;0;;;;;ice-cream-and-yoghurt-makers;;"2017-05-25 16:42:59";"2023-07-04 14:47:59"
2479;1;"Pancake makers and waffle irons";Baking;0;;;;;pancake-makers-and-waffle-irons;;"2017-05-25 16:42:59";"2023-07-04 14:47:59"
2480;1;Gourmet;"Kitchen Gourmet";0;;;;;gourmet;;"2017-05-25 16:42:59";"2023-07-03 21:47:12"
2482;1;"Oranges and mandarins";Gourmet;0;;;;;oranges-mandarins;;"2017-05-25 16:42:59";"2021-09-20 14:01:20"
2485;1;"Hams and ham stands";Gourmet;0;;;;;hams-and-ham-stands;;"2017-05-25 16:42:59";"2021-09-20 14:01:20"
2487;1;Oenology;"Kitchen Gourmet";0;;;;;oenology;;"2017-05-25 16:42:59";"2023-07-04 14:47:59"
2489;1;"Spirits and Accessories";"Kitchen Gourmet";0;;;;;spirits-and-accessories;;"2017-05-25 16:42:59";"2021-09-20 14:01:20"
2657;1;"Electric frying pans";"Small Electrical Appliances";0;;;;;electric-frying-pans;;"2017-05-25 16:42:59";"2021-09-20 14:01:20"
2658;1;"Refrigerators and freezers";"Small Electrical Appliances";0;;;;;refrigerators-and-freezers;;"2017-05-25 16:42:59";"2023-07-04 14:47:59"
2726;1;"Plates, platters and trays";Kitchenware;0;;;;;plates-platters-and-trays;;"2017-05-25 16:42:59";"2023-07-04 14:47:59"
2727;1;"Coasters, placemats and napkins";Kitchenware;0;;;;;coasters-placemats-and-napkins;;"2017-05-25 16:42:59";"2023-07-04 14:47:59"
2728;1;"Corkscrews, can openers and bottle openers";"Kitchen utensils and accessories";0;;;;;corkscrews-can-openers-and-bottle-openers;;"2017-05-25 16:42:59";"2023-07-04 14:47:59"
2729;1;"Cooking boards";"Kitchen utensils and accessories";0;;;;;cooking-boards;;"2017-05-25 16:42:59";"2023-07-04 14:47:59"
2730;1;"Kitchen boxes and bread boxes";"Kitchen utensils and accessories";0;;;;;kitchen-boxes-and-bread-boxes;;"2017-05-25 16:42:59";"2023-04-11 21:49:29"
2731;1;"Graters, cutters and peelers";"Kitchen utensils and accessories";0;;;;;graters-cutters-and-peelers;;"2017-05-25 16:42:59";"2023-07-04 14:47:59"
2732;1;"Tasting sets";Gourmet;0;;;;;tasting-sets;;"2017-05-25 16:42:59";"2021-09-20 14:01:20"
2733;1;"Spice and sauce boats";"Kitchen utensils and accessories";0;;;;;spice-and-sauce-boats;;"2017-05-25 16:42:59";"2023-07-04 14:47:59"
2734;1;"Bottle racks";"Kitchen Gourmet";0;;;;;bottle-racks;;"2017-05-25 16:42:59";"2023-02-07 21:46:51"
2738;1;"Other accessories and cookware";"Kitchen utensils and accessories";0;;;;;other-accessories-and-cookware;;"2017-05-25 16:42:59";"2023-07-04 14:47:59"
2955;1;"Vacuum-seal packaging machines";"Small Electrical Appliances";0;;;;;vacuum-seal-packaging-machines;;"2017-05-25 16:42:59";"2023-07-04 14:47:59"
3005;1;"Kitchen Equipment";"Kitchen Gourmet";0;;;;;kitchen-equipment;;"2017-11-10 08:07:12";"2023-07-03 21:47:12"
3006;1;Sinks;"Kitchen Equipment";0;;;;;sinks;;"2017-11-10 08:07:13";"2023-07-04 14:47:59"
3007;1;Taps;"Kitchen Equipment";0;;;;;taps;;"2017-11-10 08:07:14";"2021-09-20 14:01:20"
3008;1;Hoods;"Kitchen Equipment";0;;;;;hoods;;"2017-11-10 08:07:15";"2023-07-04 14:47:59"
3151;1;Microwaves;"Small Electrical Appliances";0;;;;;microwaves;;"2018-01-30 13:22:34";"2023-07-04 14:47:59"
3152;1;Ovens;"Small Electrical Appliances";0;;;;;ovens;;"2018-01-30 13:22:06";"2023-07-04 14:47:59"
3157;1;"Coffee Capsules";Gourmet;0;;;;;coffee-capsules;;"2018-04-25 11:06:22";"2023-07-04 14:47:59"
3172;1;"Olive oil";Gourmet;0;;;;;olive-oil;;"2019-02-14 14:00:33";"2023-12-28 14:52:57"
3463;1;Food;"Kitchen Gourmet";0;;;;;food;;"2021-06-11 14:09:14";"2023-04-03 14:48:41"
3464;1;"Tinned foods and combination platters";Food;0;;;;;tinned-foods-and-combination-platters;;"2021-06-11 14:29:14";"2021-09-20 14:01:20"
3465;1;"Spices, broths and soups";Food;0;;;;;spices-broths-and-soups;;"2021-06-11 21:00:25";"2021-09-20 14:01:20"
3466;1;"Olives and pickles";Food;0;;;;;olives-and-pickles;;"2021-06-11 14:21:44";"2022-12-09 14:49:34"
3467;1;"Mayonnaise, sauces and oils";Food;0;;;;;mayonnaise-sauces-and-oils;;"2021-06-11 14:17:42";"2021-09-20 14:01:20"
3468;1;"Rice and pasta";Food;0;;;;;rice-and-pasta;;"2021-06-11 21:00:25";"2021-09-20 14:01:20"
3469;1;Pates;Food;0;;;;;pates;;"2021-06-11 14:31:46";"2021-09-20 14:01:20"
3470;1;"Drinks, beverages and infusions";Food;0;;;;;drinks-beverages-and-infusions;;"2021-06-11 14:09:14";"2023-05-01 21:48:02"
3471;1;Snacks;Food;0;;;;;snacks;;"2021-06-11 14:12:52";"2021-09-20 14:01:20"
3472;1;"Bread and flour";Food;0;;;;;bread-and-flour;;"2021-06-11 21:00:25";"2021-09-20 14:01:20"
3473;1;"Baby food";Food;0;;;;;baby-food;;"2021-06-11 21:00:24";"2023-07-04 14:47:59"
3474;1;"Sugar and sweeteners";Food;0;;;;;sugar-and-sweeteners;;"2021-06-11 21:00:25";"2021-09-20 14:01:20"
3475;1;"Breakfasts and dairy products";Food;0;;;;;breakfasts-and-dairy-products;;"2021-06-11 14:25:56";"2022-08-02 21:46:58"
3477;1;"Food wrapping paper and bags";"Kitchen utensils and accessories";0;;;;;food-wrapping-paper-and-bags;;"2021-06-18 21:00:30";"2021-09-20 14:01:20"
